listing_id,address,city,province,postal_code,neighborhood,subarea,sub_area_community,property_age,property_type,style,sqft,days_on_site,bed,bath,price,strata_fee,primary_agent,primary_broker,title,description,,scrape_date
R2507608,34-728 Ewen Avenue,New Westminster,BC,N/A,Queensborough,queensborough-new-westminster-bc,Queensborough,Built in 2021 (-1 yrs old),Townhouse,3 Storey,1291,13,3,3,759900,228,Sandra Liang PREC*,AXIS Real Estate Solutions Inc.,Freehold Strata,"Oxford is a classic collection of three bedroom townhomes ranging in size up to 1500 sq. ft. Located in the historic community of Queensborough, this is a place where you’re sure to find something that sparks your imagination and feeds your curiosity. A neighbourhood of convenience with restaurants, grocery stores, banks, parks, cafes and shops for you and your family to adventure and grow. Oxford is a home that is well connected and alive with activity - the perfect place for you to write your story. Starting $699,900 + GST, book your appointment today!",,11/17/2020
R2511755,607-7333 Murdoch Avenue,Richmond,BC,V6Y0J8,Brighouse,brighouse-richmond-bc,Brighouse,Built in 2016 (4 yrs old),Apt/Condo,Inside Unit,579,5,1,1,588000,228,Naomi Wang PREC*,Sutton Group-West Coast Realty,Freehold Strata,"Location!Location!Location!Rarely Available!“Park Residence” located in the central area of Richmond. 1 bedroom & 1 bathroom, covered 1 parking, looking onto the roof top garden, Functional layout. Quartz stone counters, engineer hardwood, air conditioning. Walking distance to Canada line, Richmond Centre, public library, Richmond Secondary School, and Minoru Park.Walking Distance to Canada Line, restaurants, banks, supermarkets and the public market. Move in anytime. 2-5-10 New Home Warranty. Open House 2:00 to 4:00 pm , Oct 31,Sat",,11/17/2020
R2403521,322-4690 Hawk Lane,Delta,BC,V4M0B4,Tsawwassen North,tsawwassen-north-delta-bc,Tsawwassen North,Built in 2019 (1 yrs old),Apt/Condo,1 Storey,880,209,2,2,579000,229,Frank Peng PREC*,Dracco Pacific Realty,Leasehold prepaid-Strata,"Tsawwassen Shores and Coast Condos is a Master Planned Community. This well laid out D1 Floor Plan has 9' ceilings, and an open concept, 2 bdr +2 bth/+den and a gourmet chefs kitchen. Perfect for entertaining with family and friends, the unit is bright and contemporary. Enjoy the sunshine and explore all that's offered shopping, schools, transit, recreation, biking and golf...5 minutes from BC Ferries, YVR & Point Rbts are all close by. Tsawwassen Mills just a short walk. NO GST, NO 20% NON RES TAX.",,11/17/2020
R2403630,222-4690 Hawk Lane,Delta,BC,V4M0B4,Tsawwassen North,tsawwassen-north-delta-bc,Tsawwassen North,Built in 2019 (1 yrs old),Apt/Condo,1 Storey,880,209,2,2,579000,229,Frank Peng PREC*,Dracco Pacific Realty,Leasehold prepaid-Strata,"Tsawwassen Shores and Coast Condos is a Master Planned Community. This well laid out D1 Floor Plan has 9' ceilings, and an open concept, 2 bdr +2 bth/+den and a gourmet chefs kitchen. Perfect for entertaining with family and friends, the unit is bright and contemporary. Enjoy the sunshine and explore all that's offered shopping, schools, transit, recreation, biking and golf... 5 minutes from BC Ferries, YVR & Point Rbts are all close by. Tsawwassen Mills just a short walk. NO GST, NO 20% NON RES TAX.",,11/17/2020
R2471702,601-1708 Ontario Street,Vancouver,BC,V5T0J7,Mount Pleasant East,mount-pleasant-east-vancouver-bc,Mount Pleasant East,Built in 2019 (1 yrs old),Apt/Condo,Other,610,119,1,1,749900,229,Grace Kwok,Anson Realty Ltd.,Freehold Strata,"Brand new East-facing one bedroom plus flex home at Pinnacle on the Park. Fantastic spacious floor plan with semi-ensuite and walk through closet. Unit features Patio to rooftop garden & bbq. Well equipped with full size appliances, heat pump for heating and cooling, engineered wood flooring in living areas. Superb location at the heart of False Creek, near technology and game development hub, minutes to the sea wall, parks and Transit. Comes with one parking and a bike storage cage.",,11/17/2020
R2507218,419-20686 Eastleigh Crescent,Langley,BC,V3A4C4,Langley City,langley-city-langley-bc,Langley City,Built in 2020 (0 yrs old),Apt/Condo,5 Plus Level,686,19,2,2,409900,229,Trevor Street PREC*,Keller Williams Elite Realty,Freehold Strata,"Brand-new, move-in ready condos! Welcome to The Georgia by Whitetail Homes, Langley's newest collection of condos centrally located in Langley City close to shops, restaurants, parks, schools and walking distance to the future Skytrain. Modern open concept designs, featuring inviting 9ft ceilings, high-quality laminate flooring, air conditioning in the master bedrooms, and granite stone kitchen countertops. Open house on Saturday and Sundays from 1 pm - 4 pm at 20686 Eastleigh Crescent. Contact sales for more information! Don't miss out, only a handful of homes remaining!",,11/17/2020
R2506280,103-5248 Grimmer Street,Burnaby,BC,V5H0E1,Metrotown,metrotown-burnaby-bc,Metrotown,Built in 2013 (7 yrs old),Apt/Condo,"Ground Level Unit,Split Entry",782,4,2,2,499000,229,Augustine Ang,Team 3000 Realty Ltd.,Freehold Strata,"LOCATION LOCATION LOCATION,convenient location,modern style & affordable luxury. LIKE NEW and Very Quiet but close to lots of good food and shopping.5 mins walk to MetroTown and Royal Oak SkyTrain station. Low Maintenance fee. 2 PARKING and 1 LOCKER.NO NEED TO TAKE ELAVATOR. Have your own private garden. Private entry. 2 large patio .House Living in an apartment. HIGH VAULTED CEILINGS 10.5 feet tall. Concrete Ceiling, so you wont get disturb by your neighbour .THIS UNIT WONT LAST LONG!!! . 218 sqft patio not including garden. Interior is 786 sqft .TOTAL 1004 SQFT EZ TO SHOW call for appointment!!! Open house Oct 10 & 11 Sat/Sun 2-4pm . Taking offers Tuesday Oct 13 by 3pm",,11/17/2020
R2496083,305-611 Blackford Street,New Westminster,BC,V3M1R7,Uptown,uptown-new-westminster-bc,Uptown,Built in 1964 (56 yrs old),Apt/Condo,Upper Unit,476,49,0,1,285000,229,Eric Vallee PREC*,Oakwyn Realty Ltd.,Freehold Strata,"FANTASTIC! Southwest facing Bachelor Suite with private balcony viewing the Fraser River, located in “Uptown” New Westminster! This spacious studio suite is excellent for a first-time buyer or an investor in this fully rentable building. Home features new vinyl flooring, new soaker tub, new paint, and Included is a full-sized locker and 1 parking spot right near the door. Maymont Manor is an adult oriented, 17 or older building, with updated features, including a 3 yr roof, hot water tank and boiler, modernized elevator, and improved common areas. Each floor has its own washer and dryer! Maintenance Fee includes heat, hot water, and cable. Sorry no pets. This amazing neighbourhood is short walking distance from bus routes, bars, restaurants, coffee shops, banks, supermarkets and more!",,11/17/2020
R2432494,820-5665 Boundary Road,Vancouver,BC,V5R0E4,Collingwood,collingwood-vancouver-bc,Collingwood,Built in 2016 (4 yrs old),Apt/Condo,Inside Unit,495,181,1,1,498000,229,Darya Pfund,Stratten Gates Real Estate Ltd.,Freehold Strata,"For more information on this property, click the ""Multimedia"" or ""Brochure"" button below. This central location provides easy transit access. Restaurants, shops & services nearby on the corner of Boundary and Kingsway across from Central Park minutes from Metrotown. 1 bedroom,1 flex room, 1 full bathroom, Open kitchen/dining/living, South facing views; 1 Secured underground parking included; Stainless steel appliances include gas stove/oven, fridge, dishwasher, Hook fan, microwave; In-suite washer & dryer. Lower Strata fee $229/month, including hot water & gas. Great location, steps away from Central Park, Kingsway shops/restaurants & local bus routes; 7 minutes walk to Joyce Skytrain station;15 minutes walk to Metrotown.",,11/17/2020
R2483143,35-8485 204 Street,Langley,BC,V2Y2C2,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2021 (-1 yrs old),Townhouse,3 Storey,1631,83,4,4,689900,229,Tyra Sauriol,AXIS Real Estate Solutions Inc.,Freehold Strata,"Keystone - An executive collection of 85 three and four bedroom townhomes by Archwood Developments. Located in vibrant Willoughby and a stone's throw away from Carvolth Exchange, these homes are sure to impress even the fussiest buyer. With options such as AIR-CONDITIONING, built-in closet shelving, alarm system and built-in vacuum you will have peace of mind knowing we thought of it all! GAS cooking, gas BBQ hook-up, FORCED AIR heating, hot water ON DEMAND, double garages and double vanities are standard on every home. Built by award winning Peak Construction, quality is something you can bank on at Keystone. Sales Centre Address: #120-8912 202 St. Langley & we are open 12-5PM Saturday & Sunday or by appt.",,11/17/2020
R2504930,2-1296 Salsbury Drive,Vancouver,BC,V5L0B2,Grandview East,grandview-east-vancouver-bc,Grandview East,Built in 2013 (7 yrs old),Apt/Condo,"1 Storey,Corner Unit",856,27,2,2,789000,229,Ruth Chuang PREC*,Stilhavn Real Estate Services,Freehold Strata,"Finally, an opportunity to own an end unit in the iconic heritage revitalization so admired by the neighborhood. Incredible curb appeal in this special collection of townhomes quietly tucked off The Drive. Upstairs you will find a sunny & spacious unit with a great floorplan. The large living room is airy & bright with bay windows, nice city views & a cozy fireplace. The open kitchen features stone counters, s/s appliances, a gas stove & a formal dining area. 2 good sized bedrooms, both with built in murphy beds & 2 bathrooms. The master hosts great built in wall units for storage. In suite laundry, 1 parking, pets & rental allowed with restrictions. Nothing to do but move in & enjoy this fantastic community with everything you need at your doorstep.",,11/17/2020
R2507221,401-20686 Eastleigh Crescent,Langley,BC,V3A4C4,Langley City,langley-city-langley-bc,Langley City,Built in 2020 (0 yrs old),Apt/Condo,5 Plus Level,686,19,2,2,409900,229,Trevor Street PREC*,Keller Williams Elite Realty,Freehold Strata,"Brand-new, move-in ready condos! Welcome to The Georgia by Whitetail Homes, Langley's newest collection of condos centrally located in Langley City close to shops, restaurants, parks, schools and walking distance to the future Skytrain. Modern open concept designs, featuring inviting 9ft ceilings, high-quality laminate flooring, air conditioning in the master bedrooms, and granite stone kitchen countertops. Open house on Saturday and Sundays from 1 pm - 4 pm at 20686 Eastleigh Crescent. Contact sales for more information! Don't miss out, only a handful of homes remaining!",,11/17/2020
R2507761,414-19940 Brydon Crescent,Langley,BC,V3A4A5,Langley City,langley-city-langley-bc,Langley City,Built in 2019 (1 yrs old),Apt/Condo,"1 Storey,Upper Unit",795,15,2,2,438800,229,Hafez Panju PREC*,Royal LePage West Real Estate Services,Freehold Strata,"Bright top floor home with over height ceilings. Spacious open floor plan. Welcome to Brydon Green, located in the heart of Langley City close to all sort of amenities: schools, shopping, dinning and so much more. This 2 bed, 2 bath, 795sqft home features granite counters, stainless appliances, quality laminate flooring, plenty of cupboard and counter space, large laundry closet with extra storage, tons of windows & more. The large master has pass through closets & ensuite with double sinks. The 2nd bed is well sized with soaring ceiling height. Bonus: parking, locker & rental & pet friendly. Something for everyone: investors, first time buyers or down sizing couples. Act Now! Book your private viewing today.",,11/17/2020
R2466247,112-5788 Sidley Street,Burnaby,BC,V5J1T8,Metrotown,metrotown-burnaby-bc,Metrotown,Built in 2012 (8 yrs old),Apt/Condo,Ground Level Unit,605,131,1,1,462900,229,Kris Nanda PREC*,Century 21 Coastal Realty Ltd.,Freehold Strata,"Welcome to your new HOME -  Garden Floor Suite in Award winner ""McPherson Walk"".This home features granite counter tops, Electric range, Stainless steel appliances, in-suite laundry, tech nook for Your laptop / Computer, soft closing wood cabinets, 9 feet ceilings, & Spacious Private 400 Sq. Ft.  FENCED yard for your private  entertainment. This home comes with  1 Parking spot  + 1 Storage. The building has  - Amenities like a guest room, fitness center. beautiful landscape, walking trails and roof deck BBQ party area.   This home is minutes away from Royal Oak Sky train Station, Metro town Mall. High gate Mall and  Crystal Mall, Michael J. Fox Theater, Bonsor Recreation & Burnaby South Secondary Don't miss out !!, Won't last long.",,11/17/2020
R2465981,218-3050 Dayanee Springs Boulevard,Coquitlam,BC,V3E0A2,Westwood Plateau,westwood-plateau-coquitlam-bc,Westwood Plateau,Built in 2010 (10 yrs old),Apt/Condo,Inside Unit,743,134,2,2,528000,229,Shelley Liu PREC*,"Angell, Hasman & Associates Realty Ltd.",Freehold Strata,"South facing 2 bedroom unit, stunning Town Centre Park view from living room and bedrooms. The largest outside balcony in this building, very well designed floorplan. Short walk to Town Centre Park (track, water park, playground, sand volleyball, soccer field, etc) bus stop, Lafarge Lake & SkyTrain station, Aquatic Centre, Community Centre, Douglas College, Pinetree High School. The clubhouse has everything, such as Gym, guest room, outdoor swimming pool, pet groom room, indoor hockey room, and more! Must see! Timbers Club website: https://www.polyhomes.com/masterplan/dayanee-springs/",,11/17/2020
